NUMBER,ACCIDENT_YEAR,COLLISION_DATE,COLLISION_TIME,DAY_OF_WEEK,LONGITUDE,LATITUDE
769,2022,2022-10-30,2135,7,-117.22147369384766,32.75638961791992
770,2022,2022-10-31,1310,1,-117.0851821899414,32.98154067993164
771,2022,2022-11-08,1505,2,-117.03652191162108,32.59109115600586
772,2022,2022-11-10,845,4,-117.20475006103516,32.76314926147461
773,2022,2022-11-11,923,5,-117.1553955078125,32.72420120239258
774,2022,2022-11-12,1901,6,-117.22348785400392,32.81610870361328
775,2022,2022-11-19,1457,6,-117.11245727539062,32.741939544677734
776,2022,2022-11-23,2035,3,-117.06454467773438,32.77951431274414
777,2022,2022-12-02,1817,5,-117.19125366210938,32.76031494140625
778,2022,2022-11-14,1749,1,-117.1975326538086,32.76087188720703
779,2022,2022-11-19,328,6,-117.08341217041016,32.99363327026367
780,2022,2022-11-25,17,5,-117.08432006835938,32.98259353637695
781,2022,2022-11-25,1553,5,-117.18560791015624,32.743839263916016
782,2022,2022-11-29,358,2,-117.11849975585938,32.84257888793945
783,2022,2022-11-30,1535,3,-117.11947631835938,32.71554946899414
784,2022,2022-12-09,2150,5,-117.11412048339844,32.7835693359375
785,2022,2022-12-06,650,2,-117.12241363525392,32.693790435791016
786,2022,2022-12-07,748,3,-117.09204864501952,32.71793746948242
787,2022,2022-12-07,940,3,-117.09899139404295,32.70988082885742
788,2022,2022-12-05,10,1,-117.02059173583984,32.56818008422852
789,2022,2022-12-08,1520,4,-117.11113739013672,32.731597900390625
790,2022,2022-12-10,1550,6,-117.14775848388672,32.71004867553711
791,2022,2022-12-11,1301,7,-117.14775848388672,32.709999084472656
792,2022,2022-12-12,950,1,-117.11972045898438,32.71695709228516
793,2022,2022-12-15,2030,4,-117.0784912109375,33.016361236572266
794,2022,2022-12-17,1240,6,-117.10858917236328,32.749351501464844
795,2022,2022-12-17,2210,6,-117.08251953125,32.98743438720703
796,2022,2022-12-16,15,5,-117.08924865722656,32.59921646118164
797,2022,2022-12-19,1310,1,-117.15641784667967,32.74457550048828
798,2022,2022-12-15,1740,4,-117.24268341064452,32.94527816772461
799,2022,2022-12-27,2247,2,-117.22815704345705,32.839214324951165
800,2022,2022-09-21,8,3,-117.175537109375,32.736289978027344
801,2022,2022-12-29,1330,4,-117.04275512695312,32.55028533935547
802,2022,2022-12-02,1030,5,-117.20458221435548,32.76246643066406
803,2022,2022-12-31,2345,6,-117.0895767211914,32.68496322631836
804,2022,2022-11-09,2312,3,-117.03897094726562,32.549259185791016
805,2022,2022-12-23,1246,5,-117.08975219726562,32.60354232788086
806,2022,2022-12-08,1824,4,-117.20020294189452,32.75393295288086
807,2022,2022-11-13,1417,7,-117.09656524658205,32.583778381347656
808,2022,2022-11-06,1215,7,-117.09211730957033,32.71794891357422
809,2022,2022-11-08,1845,2,-117.1957550048828,32.749732971191406
810,2022,2022-11-22,1500,2,-117.08605194091795,32.979156494140625
811,2022,2022-10-04,1848,2,-117.13587951660156,32.776885986328125
812,2022,2022-12-06,2120,2,-117.16239166259766,32.78215026855469
813,2022,2022-03-06,1913,7,-117.0888442993164,32.69679641723633
814,2022,2022-03-20,2211,7,-117.20272064208984,32.75363540649414
815,2022,2022-03-27,8,7,-117.0697784423828,32.7706184387207
816,2022,2022-05-04,2030,3,-117.12996673583984,32.74845504760742
817,2022,2022-01-02,2157,7,-117.10365295410156,32.778762817382805
818,2022,2022-01-14,1640,5,-117.09262847900392,32.583744049072266
819,2022,2022-01-07,1046,5,-117.19107055664062,32.86587905883789
820,2022,2022-01-12,1405,3,-117.1565170288086,32.714797973632805
821,2022,2022-01-17,940,1,-117.10652160644533,32.71149063110352
822,2022,2022-01-16,1600,7,-117.16831207275392,32.781204223632805
823,2022,2022-01-05,817,3,-117.25109100341795,32.76669692993164
824,2022,2022-01-03,1845,1,-117.13019561767578,32.75223159790039
825,2022,2022-01-07,1849,5,-117.12612915039062,32.71466827392578
826,2022,2022-01-11,1550,2,-117.2050323486328,32.89136505126953
827,2022,2022-01-06,555,4,-117.19115447998048,32.87651443481445
828,2022,2022-01-10,1610,1,-117.2423095703125,32.804397583007805
829,2022,2022-01-01,125,6,-117.2050323486328,32.75301742553711
830,2022,2022-01-02,3,7,-117.23480224609376,32.79918670654297
831,2022,2022-01-19,2013,3,-117.16624450683594,32.72296905517578
832,2022,2022-01-21,1403,5,-117.19512176513672,32.767333984375
833,2022,2022-01-26,1940,3,-117.20681762695312,32.77516555786133
834,2022,2022-02-25,1430,5,-117.13506317138672,32.89578628540039
835,2022,2022-02-16,1000,3,-117.22046661376952,32.88191223144531
836,2022,2022-02-27,1214,7,-117.11612701416016,32.90110397338867
837,2022,2022-02-18,1045,5,-117.21826171875,32.72726821899414
838,2022,2022-02-24,745,4,-117.13372802734376,32.89373016357422
839,2022,2022-03-02,1255,3,-117.0483169555664,32.67007064819336
840,2022,2022-03-04,3,5,-117.16380310058594,32.71563720703125
841,2022,2022-01-12,1140,3,-117.2136688232422,32.86689376831055
842,2022,2022-01-21,1600,5,-117.23609161376952,32.87742233276367
843,2022,2022-01-29,1600,6,-117.23371887207033,32.76731872558594
844,2022,2022-01-27,1758,4,-117.09584808349608,32.826904296875
845,2022,2022-02-04,2051,5,-117.11679077148438,32.70124816894531
846,2022,2022-02-09,1711,3,-117.0458984375,32.54475784301758
847,2022,2022-02-12,55,6,-117.05191040039062,33.0516242980957
848,2022,2022-02-23,1050,3,-117.17565155029295,32.83437728881836
849,2022,2022-02-16,1043,3,-117.12734985351562,32.700130462646484
850,2022,2022-02-20,950,7,-117.14505767822266,32.700637817382805
851,2022,2022-02-15,2225,2,-117.2334213256836,32.75613784790039
852,2022,2022-02-19,2340,6,-117.09725952148438,32.73093795776367
853,2022,2022-01-16,100,7,-117.24478912353516,32.79986953735352
854,2022,2022-01-20,745,4,-117.08838653564452,32.57282638549805
855,2022,2022-01-13,1353,4,-119.60073852539062,36.25491714477539
856,2022,2022-01-23,1400,7,-117.09375,32.69679260253906
857,2022,2022-01-22,2339,6,-117.16043853759766,32.74827194213867
858,2022,2022-01-26,715,3,-117.21826171875,32.72726821899414
859,2022,2022-01-26,2047,3,-117.16378784179688,32.71141815185547
860,2022,2022-01-30,1743,7,-117.24720001220705,32.74822235107422
861,2022,2022-01-26,2330,3,-117.1439971923828,32.912818908691406
862,2022,2022-01-28,623,5,-117.04648590087892,32.68898010253906
863,2022,2022-01-27,2045,4,-116.9778289794922,32.784767150878906
864,2022,2022-02-03,1404,4,-117.14261627197266,32.72272109985352
865,2022,2022-02-02,1702,3,-117.09658813476562,32.74959945678711
866,2022,2022-02-05,1918,6,-117.13638305664062,32.76447677612305
867,2022,2022-02-09,2134,3,-117.16294097900392,32.719879150390625
868,2022,2022-02-06,1804,7,-117.09369659423828,32.70414733886719
869,2022,2022-02-22,1026,2,-117.15201568603516,32.708370208740234
870,2022,2022-02-11,1806,5,-117.21832275390624,32.872703552246094
871,2022,2022-02-12,2230,6,-117.16481018066406,32.726131439208984
872,2022,2022-02-17,1110,4,-117.1513442993164,32.76570510864258
873,2022,2022-02-17,1912,4,-117.22828674316406,32.922271728515625
874,2022,2022-02-23,820,3,-117.03895568847656,32.71324920654297
875,2022,2022-02-02,1625,3,-117.0565185546875,32.76900863647461
876,2022,2022-02-05,1714,6,-117.12444305419922,32.715328216552734
877,2022,2022-02-09,1427,3,-117.23304748535156,32.85247039794922
878,2022,2022-03-05,750,6,-119.5719985961914,36.02153778076172
879,2022,2022-03-03,1909,4,-117.09355926513672,32.718238830566406
880,2022,2022-03-08,18,2,-117.05805206298828,32.5731315612793
881,2022,2022-02-27,1125,7,-117.15656280517578,32.7188606262207
882,2022,2022-04-08,803,5,-117.16390228271484,32.74827194213867
883,2022,2022-04-08,2003,5,-117.15743255615234,32.71480178833008
884,2022,2022-04-07,1600,4,-117.22274780273438,32.73222351074219
885,2022,2022-04-09,1617,6,-117.07773590087892,32.7357292175293
886,2022,2022-04-07,2010,4,-117.1574249267578,32.716773986816406
887,2022,2022-02-08,1154,2,-117.15287017822266,32.71678924560547
888,2022,2022-03-04,1141,5,-117.077392578125,32.73571014404297
889,2022,2022-03-08,843,2,-117.14376831054688,32.75517654418945
890,2022,2022-02-21,925,1,-117.10093688964844,32.74586868286133
891,2022,2022-03-17,818,4,-117.1136474609375,32.755149841308594
892,2022,2022-03-12,1505,6,-117.14945220947266,32.70627975463867
893,2022,2022-03-03,1130,4,-117.16933441162108,32.9079704284668
894,2022,2022-03-12,2233,6,-117.13019561767578,32.75189971923828
895,2022,2022-03-16,1505,3,-117.19255828857422,32.86713790893555
896,2022,2022-04-02,1536,6,-117.15760040283205,32.7725944519043
897,2022,2022-03-10,845,4,-117.10511779785156,32.79035568237305
898,2022,2022-03-08,1633,2,-117.07142639160156,32.58631134033203
899,2022,2022-03-04,1445,5,-117.16706848144533,32.88509750366211
900,2022,2022-04-19,1640,2,-117.2585220336914,32.804935455322266
901,2022,2022-04-20,1230,3,-117.06784057617188,32.77569580078125
902,2022,2022-04-20,1751,3,-117.15834045410156,32.7188606262207
903,2022,2022-03-06,1358,7,-117.07341003417967,32.78571319580078
904,2022,2022-03-11,1923,5,-117.09973907470705,32.728878021240234
905,2022,2022-03-02,2306,3,-117.2192840576172,32.80706024169922
906,2022,2022-04-01,1906,5,-117.083984375,32.94557189941406
907,2022,2022-03-31,2246,4,-117.17262268066406,32.877899169921875
908,2022,2022-04-01,1512,5,-117.17350006103516,32.820220947265625
909,2022,2022-04-01,1959,5,-117.03524017333984,32.6850471496582
910,2022,2022-02-26,1254,6,-117.1440658569336,32.930442810058594
911,2022,2022-03-23,1826,3,-117.12953948974608,32.70530700683594
912,2022,2022-03-22,1703,2,-117.1948699951172,32.83290100097656
913,2022,2022-04-05,1318,2,-117.09490203857422,32.576507568359375
914,2022,2022-04-10,230,7,-117.16390228271484,32.79383850097656
915,2022,2022-03-29,2043,2,-117.12730407714844,32.93731689453125
916,2022,2022-04-06,1225,3,-117.18833923339844,32.759307861328125
917,2022,2022-03-23,930,3,-117.21665954589844,32.806644439697266
918,2022,2022-03-11,1545,5,-117.11908721923828,32.85506820678711
919,2022,2022-03-20,10,7,-117.08792877197266,32.837589263916016
920,2022,2022-03-23,1640,3,-117.13201904296876,32.98512649536133
921,2022,2022-03-24,1140,4,-117.13886260986328,32.760990142822266
922,2022,2022-03-28,1450,1,-117.08599090576172,32.70416641235352
923,2022,2022-03-29,800,2,-117.08712768554688,32.729061126708984
924,2022,2022-03-30,1843,3,-117.20255279541016,32.75383758544922
925,2022,2022-04-05,1432,2,-117.08495330810548,32.72111892700195
926,2022,2022-08-02,1354,2,-117.18115997314452,32.8035774230957
927,2022,2022-08-03,826,3,-117.09489440917967,32.583580017089844
928,2022,2022-07-22,2130,5,-117.10909271240234,32.757110595703125
929,2022,2022-09-20,1828,2,-117.20681762695312,32.89231491088867
930,2022,2022-08-02,1525,2,-117.15473175048828,32.71782684326172
931,2022,2022-05-12,140,4,-116.95002746582033,32.56951904296875
932,2022,2022-04-02,1620,6,-117.14275360107422,32.894485473632805
933,2022,2022-04-04,130,1,-117.12006378173828,32.786766052246094
934,2022,2022-03-11,1639,5,-117.0458984375,32.67816162109375
935,2022,2022-03-29,1105,2,-117.03678894042967,32.6917610168457
936,2022,2022-04-19,1522,2,-117.27643585205078,32.83184814453125
937,2022,2022-04-16,1600,6,-117.05354309082033,32.6884765625
938,2022,2022-05-05,1134,4,-117.14859771728516,32.7168083190918
939,2022,2022-05-05,1410,4,-116.93199920654295,32.5567626953125
940,2022,2022-04-29,1552,5,-117.21337890625,32.94961929321289
941,2022,2022-05-02,1820,1,-117.20635223388672,32.768306732177734
942,2022,2022-04-04,137,1,-117.12601470947266,32.755229949951165
943,2022,2022-05-07,1145,6,-117.13536834716795,32.79898834228516
944,2022,2022-04-14,1550,4,-117.28076934814452,32.84180450439453
945,2022,2022-04-15,2314,5,-117.12490081787108,32.70851516723633
946,2022,2022-04-15,1945,5,-117.16390228271484,32.74827194213867
947,2022,2022-04-16,2250,6,-117.23133850097656,32.80067825317383
948,2022,2022-04-17,1920,7,-117.00562286376952,32.799842834472656
949,2022,2022-04-21,855,4,-117.27685546875,32.83002853393555
950,2022,2022-04-10,16,7,-117.25351715087892,32.795024871826165
951,2022,2022-04-26,945,2,-117.0883331298828,32.704132080078125
952,2022,2022-04-25,1525,1,-117.25946807861328,32.928768157958984
953,2022,2022-04-28,2150,4,-117.08676147460938,32.7040901184082
954,2022,2022-04-29,1649,5,-117.16378784179688,32.71141815185547
955,2022,2022-04-30,1239,6,-117.13963317871094,32.76919937133789
956,2022,2022-05-02,1437,1,-117.14582061767578,32.69984436035156
957,2022,2022-05-03,1928,2,-117.10418701171876,32.823394775390625
958,2022,2022-04-29,2358,5,-117.15283203125,32.71364974975586
959,2022,2022-03-31,2214,4,-117.2353057861328,32.75592422485352
960,2022,2022-04-23,2350,6,-117.14886474609376,32.824832916259766
961,2022,2022-04-17,1303,7,-117.153076171875,32.74224853515625
962,2022,2022-05-07,225,6,-117.16107940673828,32.71791458129883
963,2022,2022-05-12,415,4,-117.16597747802734,32.791561126708984
964,2022,2022-04-12,1802,2,-117.16030120849608,32.732425689697266
965,2022,2022-05-06,914,5,-117.05557250976562,32.7728157043457
966,2022,2022-05-13,1746,5,-117.08496856689452,32.71811294555664
967,2022,2022-05-06,1110,5,-117.1505889892578,32.72559356689453
968,2022,2022-05-05,2319,4,-117.15560913085938,32.715721130371094
969,2022,2022-05-09,1052,1,-117.10418701171876,32.823394775390625
970,2022,2022-05-19,950,4,-117.14363098144533,32.76894760131836
971,2022,2022-05-10,2050,2,-117.22445678710938,32.73020935058594
972,2022,2022-05-06,515,5,-117.20012664794922,32.877586364746094
973,2022,2022-05-27,1536,5,-117.24579620361328,32.79671859741211
974,2022,2022-06-27,2027,1,-117.16107177734376,32.71464920043945
975,2022,2022-09-17,2139,6,-117.20742034912108,32.87410354614258
976,2022,2022-05-21,212,6,-117.1489028930664,32.832862854003906
977,2022,2022-05-26,2053,4,-117.21343994140624,32.75109100341797
978,2022,2022-05-04,1150,3,-117.12612915039062,32.71466827392578
979,2022,2022-05-24,1245,2,-117.09680938720705,32.77032470703125
980,2022,2022-05-25,745,3,-117.08530426025392,32.72142028808594
981,2022,2022-05-26,1548,4,-117.12823486328124,32.76288986206055
982,2022,2022-05-13,1925,5,-117.1295928955078,32.729209899902344
983,2022,2022-05-21,230,6,-117.16018676757812,32.71886444091797
984,2022,2022-05-09,2125,1,-117.21725463867188,32.80641174316406
985,2022,2022-05-17,1138,2,-117.22828674316406,32.922271728515625
986,2022,2022-05-19,1958,4,-117.24368286132812,32.72229766845703
987,2022,2022-05-23,1229,1,-117.16390228271484,32.74827194213867
988,2022,2022-06-06,1225,1,-117.24929809570312,32.83378982543945
989,2022,2022-04-05,1246,2,-117.10086059570312,32.75313949584961
990,2022,2022-07-01,2116,5,-117.11327362060548,32.7905387878418
991,2022,2022-06-02,800,4,-117.12611389160156,33.01417922973633
992,2022,2022-06-24,2142,5,-117.2772979736328,32.83938980102539
993,2022,2022-06-26,1619,7,-117.08190155029295,32.72736740112305
994,2022,2022-04-15,2045,5,-117.08264923095705,32.70563888549805
995,2022,2022-05-25,1550,3,-117.09037017822266,32.97751235961914
996,2022,2022-05-31,2151,2,-117.13377380371094,32.71584701538086
997,2022,2022-05-28,522,6,-117.08985137939452,32.9667854309082
998,2022,2022-05-29,150,7,-117.15738677978516,32.71080780029297
999,2022,2022-05-29,2156,7,-117.23760223388672,32.76531219482422
1000,2022,2022-05-26,1223,4,-117.13297271728516,32.91387176513672
1001,2022,2022-05-27,1055,5,-117.03600311279295,32.57315826416016
1002,2022,2022-06-02,722,4,-117.11522674560548,32.95936965942383
1003,2022,2022-06-04,2200,6,-117.15814971923828,32.800804138183594
1004,2022,2022-06-07,1135,2,-117.19490051269533,32.83449172973633
1005,2022,2022-06-09,713,4,-117.11098480224608,32.68236541748047
1006,2022,2022-06-02,1840,4,-117.0696029663086,32.99734878540039
1007,2022,2022-06-05,2,7,-117.10155487060548,32.78019714355469
1008,2022,2022-06-03,1612,5,-117.03645324707033,32.543983459472656
1009,2022,2022-03-25,1404,5,-117.14257049560548,32.755210876464844
1010,2022,2022-06-11,1822,6,-117.0327606201172,32.59486770629883
1011,2022,2022-06-09,2229,4,-117.10092926025392,32.74774169921875
1012,2022,2022-05-26,57,4,-117.205078125,32.754249572753906
1013,2022,2022-06-16,2145,4,-117.07014465332033,33.0225715637207
1014,2022,2022-06-21,1630,2,-117.12166595458984,32.74885940551758
1015,2022,2022-07-02,1344,6,-117.23622894287108,32.864158630371094
1016,2022,2022-09-07,1756,3,-117.06690216064452,32.99903106689453
1017,2022,2022-08-13,237,6,-117.1540069580078,32.774024963378906
1018,2022,2022-08-04,1620,4,-116.9798583984375,32.5606689453125
1019,2022,2022-12-07,215,3,-117.25100708007812,32.7675895690918
1020,2022,2022-12-12,2003,1,-117.16156768798828,32.771629333496094
1021,2022,2022-07-13,1509,3,-117.14945220947266,32.70627975463867
1022,2022,2022-07-05,1444,2,-117.1076202392578,32.72325134277344
1023,2022,2022-07-13,10,3,-117.13681030273438,32.74458694458008
1024,2022,2022-07-04,1745,1,-117.25523376464844,32.795692443847656
1025,2022,2022-07-04,900,1,-117.11318969726562,32.74649429321289
1026,2022,2022-07-11,1300,1,-117.20614624023438,32.82770538330078
1027,2022,2022-07-08,1810,5,-117.1339111328125,32.70637893676758
1028,2022,2022-06-30,1535,4,-117.083984375,32.94557189941406
1029,2022,2022-07-24,2330,7,-116.99847412109376,32.56815719604492
1030,2022,2022-07-27,2300,3,-117.13562774658205,32.91297912597656
1031,2022,2022-07-26,1046,2,-117.13660430908205,32.76959228515625
1032,2022,2022-07-30,1725,6,-117.24834442138672,32.75308990478516
1033,2022,2022-07-28,1000,4,-117.06462860107422,32.67912673950195
1034,2022,2022-07-04,2219,1,-117.2475128173828,32.7356071472168
1035,2022,2022-08-03,1102,3,-117.14019775390624,32.80992889404297
1036,2022,2022-08-14,1100,7,-117.15741729736328,32.71364212036133
1037,2022,2022-06-20,752,1,-117.15747833251952,32.71989822387695
1038,2022,2022-06-19,254,7,-117.11098480224608,32.71294403076172
1039,2022,2022-06-20,1655,1,-117.1528091430664,32.711544036865234
1040,2022,2022-05-23,1325,1,-117.14630126953124,32.75532150268555
1041,2022,2022-07-04,1032,1,-117.09224700927734,32.737159729003906
1042,2022,2022-07-02,1416,6,-117.23770904541016,32.78944778442383
1043,2022,2022-06-26,330,7,-117.05988311767578,32.624874114990234
1044,2022,2022-06-21,1313,2,-117.1295166015625,32.701168060302734
1045,2022,2022-06-27,2205,1,-117.12512969970705,32.919307708740234
1046,2022,2022-07-05,924,2,-117.14945220947266,32.711524963378906
1047,2022,2022-07-01,1150,5,-117.09388732910156,32.78768539428711
1048,2022,2022-06-30,1638,4,-117.14855194091795,32.7168083190918
1049,2022,2022-07-02,1545,6,-117.1056900024414,32.74967575073242
1050,2022,2022-07-01,1652,5,-117.21977996826172,32.757415771484375
1051,2022,2022-07-02,635,6,-117.14363861083984,32.706298828125
1052,2022,2022-07-24,1508,7,-117.2327117919922,32.76169204711914
1053,2022,2022-07-24,2027,7,-117.1252212524414,32.70122146606445
1054,2022,2022-06-21,140,2,-117.0517578125,32.696754455566406
1055,2022,2022-07-29,2215,5,-117.18054962158205,32.7389030456543
1056,2022,2022-10-19,1530,3,-117.22096252441406,32.95603942871094
1057,2022,2022-10-17,1420,1,-117.12036895751952,32.919368743896484
1058,2022,2022-10-22,1810,6,-117.07986450195312,32.73322677612305
1059,2022,2022-10-21,1741,5,-117.2183837890625,32.87135696411133
1060,2022,2022-10-21,1034,5,-117.17774963378906,32.810752868652344
1061,2022,2022-07-03,1726,7,-117.08467864990234,32.754886627197266
1062,2022,2022-07-15,646,5,-117.09262847900392,32.583744049072266
1063,2022,2022-07-16,700,6,-117.24044036865234,32.79194259643555
1064,2022,2022-07-17,2150,7,-117.23566436767578,32.745018005371094
1065,2022,2022-07-01,2249,5,-117.1067123413086,32.70418167114258
1066,2022,2022-07-30,406,6,-119.5568389892578,36.503360748291016
1067,2022,2022-09-02,2047,5,-117.09273529052734,32.576499938964844
1068,2022,2022-08-05,1941,5,-117.1353759765625,32.762840270996094
1069,2022,2022-07-22,1413,5,-117.1300811767578,32.74631881713867
1070,2022,2022-07-28,1045,4,-117.25298309326172,32.85051345825195
1071,2022,2022-06-01,1646,3,-117.06790924072266,32.80950164794922
1072,2022,2022-08-05,250,5,-117.20616912841795,32.74970245361328
1073,2022,2022-08-06,1847,6,-117.2391357421875,32.890968322753906
1074,2022,2022-08-08,1215,1,-117.1242446899414,32.917240142822266
1075,2022,2022-08-19,805,5,-117.1301727294922,32.7552490234375
1076,2022,2022-08-20,1255,6,-117.04029846191406,32.58372497558594
1077,2022,2022-08-11,1150,4,-117.099609375,32.79043960571289
1078,2022,2022-08-13,1030,6,-117.16474151611328,32.71664810180664
1079,2022,2022-08-11,609,4,-117.14132690429688,32.77583694458008
1080,2022,2022-08-07,1600,7,-117.24114227294922,32.8006706237793
1081,2022,2022-08-10,1707,3,-117.15827941894533,32.70940017700195
1082,2022,2022-08-02,2323,2,-117.2214126586914,32.725711822509766
1083,2022,2022-08-10,1515,3,-117.1440200805664,32.92729187011719
1084,2022,2022-08-19,2044,5,-117.15712738037108,32.821678161621094
1085,2022,2022-08-19,640,5,-117.25580596923828,32.797611236572266
1086,2022,2022-08-20,1058,6,-117.20613861083984,32.827983856201165
1087,2022,2022-08-23,1420,2,-117.04898071289062,32.66988754272461
1088,2022,2022-08-16,1837,2,-117.16390228271484,32.748268127441406
1089,2022,2022-08-23,1726,2,-117.23159790039062,32.93762969970703
1090,2022,2022-08-24,813,3,-117.09312438964844,32.71136474609375
1091,2022,2022-08-26,1645,5,-117.12531280517578,32.75697326660156
1092,2022,2022-08-25,2207,4,-117.19559478759766,32.81298065185547
1093,2022,2022-08-25,1300,4,-117.25662994384766,32.80028533935547
1094,2022,2022-08-21,1506,7,-117.11837768554688,32.704463958740234
1095,2022,2022-08-05,735,5,-117.07839965820312,32.93415069580078
1096,2022,2022-08-07,600,7,-117.02890777587892,32.58838653564453
1097,2022,2022-08-10,1715,3,-117.08407592773438,32.57648086547852
1098,2022,2022-08-29,2146,1,-117.04993438720705,32.5681037902832
1099,2022,2022-08-27,1249,6,-117.16388702392578,32.726131439208984
1100,2022,2022-08-18,1655,4,-117.13379669189452,32.69593811035156
1101,2022,2022-09-22,1426,4,-117.14274597167967,32.72671890258789
1102,2022,2022-09-13,955,2,-117.13151550292967,32.974552154541016
1103,2022,2022-09-16,1551,5,-117.19737243652344,32.74543380737305
1104,2022,2022-09-13,1654,2,-117.03042602539062,32.68154525756836
1105,2022,2022-09-13,1156,2,-116.93592071533205,32.55677032470703
1106,2022,2022-09-23,715,5,-117.1274185180664,32.711669921875
1107,2022,2022-09-23,700,5,-117.07626342773438,32.77070999145508
1108,2022,2022-10-10,1740,1,-117.09355926513672,32.718753814697266
1109,2022,2022-07-28,1917,4,-117.16127014160156,32.7397575378418
1110,2022,2022-08-12,2320,5,-117.24805450439452,32.73215103149414
1111,2022,2022-08-03,1621,3,-117.20999908447266,32.746788024902344
1112,2022,2022-07-31,100,7,-117.19705963134766,32.72547149658203
1113,2022,2022-08-27,1500,6,-117.20636749267578,32.75217819213867
1114,2022,2022-08-29,1426,1,-117.20253753662108,32.75385284423828
1115,2022,2022-09-08,1746,4,-117.12742614746094,32.71158218383789
1116,2022,2022-09-23,1527,5,-117.16036987304688,32.98326110839844
1117,2022,2022-09-30,2230,5,-117.12520599365234,32.776947021484375
1118,2022,2022-09-19,1541,1,-117.03346252441406,32.6840934753418
1119,2022,2022-10-16,850,7,-117.04710388183594,32.76870346069336
1120,2022,2022-10-15,1720,6,-117.19150543212892,32.96047592163086
1121,2022,2022-10-14,1110,5,-117.16105651855467,32.715694427490234
1122,2022,2022-10-06,1925,4,-117.09700775146484,32.57283020019531
1123,2022,2022-10-28,2320,5,-117.14225006103516,32.8001708984375
1124,2022,2022-09-16,1550,5,-117.21414947509766,32.87512969970703
1125,2022,2022-09-20,1804,2,-117.14662170410156,32.698997497558594
1126,2022,2022-09-13,1132,2,-117.06110382080078,32.780269622802734
1127,2022,2022-09-11,1020,7,-117.13121032714844,32.98395919799805
1128,2022,2022-09-13,1648,2,-117.14418792724608,32.77088928222656
1129,2022,2022-10-05,1010,3,-117.25357055664062,32.78714370727539
1130,2022,2022-09-28,730,3,-117.24452972412108,32.7989616394043
1131,2022,2022-09-28,730,3,-117.14891815185548,32.82181930541992
1132,2022,2022-10-05,945,3,-117.06375122070312,32.569210052490234
1133,2022,2022-10-05,750,3,-117.19068908691406,32.96300506591797
1134,2022,2022-10-07,1949,5,-117.15188598632812,32.70943069458008
1135,2022,2022-10-08,220,6,-117.14256286621094,32.76026916503906
1136,2022,2022-09-08,1410,4,-117.11874389648438,32.701263427734375
1137,2022,2022-09-04,1735,7,-117.25128173828124,32.77203750610352
1138,2022,2022-09-06,1937,2,-117.17262268066406,32.877899169921875
1139,2022,2022-09-01,1332,4,-117.05638885498048,32.58700180053711
1140,2022,2022-08-28,150,7,-117.16014862060548,32.713623046875
1141,2022,2022-09-03,1430,6,-117.14372253417967,32.748443603515625
1142,2022,2022-09-03,1948,6,-117.16287994384766,32.7153434753418
1143,2022,2022-09-05,1207,1,-117.25697326660156,32.72113800048828
1144,2022,2022-09-15,1855,4,-117.0998077392578,32.749614715576165
1145,2022,2022-09-23,1322,5,-117.0948486328125,32.58064651489258
1146,2022,2022-08-19,155,5,-117.16384887695312,32.71986770629883
1147,2022,2022-10-04,1645,2,-117.09442901611328,32.74957656860352
1148,2022,2022-09-24,2040,6,-117.07689666748048,32.7075309753418
1149,2022,2022-09-23,1348,5,-117.16159057617188,32.75123977661133
1150,2022,2022-09-09,1952,5,-117.12541961669922,32.7116813659668
1151,2022,2022-09-27,2120,2,-117.10358428955078,32.725311279296875
1152,2022,2022-10-19,1206,3,-117.14934539794922,32.7484130859375
1153,2022,2022-10-19,1911,3,-117.13259887695312,32.748470306396484
1154,2022,2022-10-18,1649,2,-117.163818359375,32.82379913330078
1155,2022,2022-10-07,1630,5,-117.17549896240234,32.79591751098633
1156,2022,2022-11-27,1655,7,-117.12533569335938,32.69237518310547
1157,2022,2022-12-07,1748,3,-117.0255126953125,32.71647262573242
1158,2022,2022-11-30,528,3,-117.207275390625,32.82770919799805
1159,2022,2022-12-20,1752,2,-116.94072723388672,32.567508697509766
1160,2022,2022-12-31,1046,6,-117.02548217773438,32.71805191040039
1161,2022,2022-12-31,1242,6,-117.04496002197266,32.552459716796875
1162,2022,2022-11-28,1840,1,-117.12898254394533,32.75407028198242
1163,2022,2022-11-27,740,7,-117.08248901367188,33.00074768066406
1164,2022,2022-10-23,2332,7,-117.1533432006836,32.7668571472168
1165,2022,2022-08-01,1815,1,-117.07853698730467,32.759944915771484
1166,2022,2022-11-07,1832,1,-117.19490051269533,32.83449172973633
1167,2022,2022-11-16,520,3,-117.1611328125,32.71988677978516
1168,2022,2022-11-15,1204,2,-117.15135192871094,32.72732925415039
1169,2022,2022-11-23,2223,3,-117.2267608642578,32.80788803100586
1170,2022,2022-11-26,1558,6,-117.17857360839844,32.74028778076172
1171,2022,2022-11-03,1411,4,-117.13295745849608,33.019046783447266
1172,2022,2022-11-23,1638,3,-117.20110321044922,32.75539016723633
1173,2022,2022-10-19,854,3,-117.0947265625,32.93620300292969
1174,2022,2022-12-05,1840,1,-117.24227142333984,32.87014389038086
1175,2022,2022-12-30,1805,5,-117.2033462524414,32.77219772338867
1176,2022,2022-10-29,1555,6,-117.14850616455078,32.706268310546875
