Number,Collision_Date,Collision_Time,Day_Of_Week,Longitude,Latitude
6164,2021-12-28,12:01:00,Tuesday,-117.24318,32.74988
6165,2022-01-06,15:04:07,Thursday,-117.16376,32.71044
6166,2021-12-30,16:00:02,Thursday,-117.17094,32.72091
6167,2021-12-21,11:03:00,Tuesday,-117.20481,32.75529
6168,2021-12-22,14:04:00,Wednesday,-117.17856,32.75137
6169,2022-01-10,11:01:05,Monday,-117.20593,32.76773
6170,2022-01-10,17:03:00,Monday,-117.06073,32.66999
6171,2022-01-06,15:01:07,Thursday,-117.06791,32.67911
6172,2022-01-07,15:01:00,Friday,-117.07144,33.02295
6173,2022-01-11,18:05:04,Tuesday,-117.11728,32.95712
6174,2022-01-25,17:04:08,Tuesday,-117.0542,32.81372
6175,2022-01-20,21:03:02,Thursday,-117.11065,32.74969
6176,2022-01-24,08:00:05,Monday,-117.21112,32.87838
6177,2022-01-26,08:03:05,Wednesday,-117.22083,32.86137
6178,2022-01-24,14:01:04,Monday,-117.11029,32.69606
6179,2022-01-13,18:01:05,Thursday,-117.21367,32.86689
6181,2022-01-26,02:05:05,Wednesday,-117.15847,32.75407
6182,2022-02-07,19:03:01,Monday,-117.09019,32.94699
6183,2022-03-03,18:01:09,Thursday,-117.19232,32.89189
6184,2022-02-25,17:00:04,Friday,-117.08575,32.69673
6185,2022-02-25,16:00:00,Friday,-117.03702,32.55029
6186,2022-02-25,10:00:00,Friday,-117.16725,32.74982
6187,2022-02-28,13:03:00,Monday,-117.15741,32.71572
6188,2022-02-26,02:02:05,Saturday,-117.15464,32.74839
6189,2022-02-26,02:02:05,Saturday,-117.14394,32.7052
6190,2022-03-02,13:02:08,Wednesday,-117.04927,32.76867
6191,2022-03-03,12:02:05,Thursday,-117.15303,32.71468
6192,2022-02-03,21:03:06,Thursday,-117.21491,32.87246
6193,2022-01-29,16:01:01,Saturday,-117.23054,32.79498
6194,2022-01-29,14:02:00,Saturday,-117.15417,32.77358
6195,2022-01-30,10:02:02,Sunday,-117.20742,32.8741
6196,2022-01-28,09:05:05,Friday,-117.12441,32.91287
6197,2022-01-29,18:01:00,Saturday,-117.09782,32.71146
6198,2022-01-27,07:03:02,Thursday,-117.2011,32.75539
6199,2022-02-02,16:02:05,Wednesday,-117.21275,32.86425
6200,2022-02-05,11:02:06,Saturday,-117.12257,32.75035
6201,2022-02-05,14:00:05,Saturday,-117.24792,32.73207
6202,2022-02-01,01:04:05,Tuesday,-117.12528,32.71349
6203,2022-02-07,22:03:06,Monday,-117.14179,32.69837
6204,2022-02-03,03:02:01,Thursday,-116.93635,32.55856
6205,2022-02-06,12:02:06,Sunday,-117.25222,32.74245
6206,2022-02-06,02:05:03,Sunday,-117.25188,32.79539
6207,2022-02-12,23:01:02,Saturday,-117.15311,32.71575
6208,2022-02-26,20:05:00,Saturday,-117.23312,32.75986
6209,2022-02-27,17:00:07,Sunday,-117.08304,32.97889
6210,2022-02-26,10:04:00,Saturday,-117.15194,32.71576
6211,2022-02-20,20:05:05,Sunday,-117.25497,32.79162
6212,2022-02-17,16:00:00,Thursday,-117.21951,32.75484
6213,2021-02-16,07:01:05,Tuesday,-117.07002,32.73514
6214,2022-02-16,22:00:00,Wednesday,-117.10751,32.95074
6215,2022-02-15,15:02:08,Tuesday,-117.23623,32.86416
6216,2022-02-13,18:05:03,Sunday,-117.08609,32.7569
6217,2022-02-13,10:00:04,Sunday,-117.12112,32.7552
6218,2022-02-16,08:04:07,Wednesday,-117.16383,32.83265
6219,2022-02-16,15:03:05,Wednesday,-117.075,32.75846
6220,2022-02-18,13:01:04,Friday,-117.18055,32.7389
6221,2022-02-18,13:03:06,Friday,-117.09233,32.74213
6222,2022-02-22,17:02:03,Tuesday,-117.02586,32.71781
6223,2022-02-17,06:04:05,Thursday,-117.195,32.87592
6224,2021-11-05,04:05:00,Friday,-117.08616,32.93418
6225,2022-01-14,14:02:05,Friday,-117.14701,32.94485
6226,2022-01-17,03:01:06,Monday,-117.08645,32.78285
6227,2022-01-19,13:04:08,Wednesday,-117.19397,32.7522
6228,2022-01-20,16:04:02,Thursday,-117.21964,32.8462
6229,2021-09-27,03:00:00,Monday,-117.04608,32.80394
6230,2022-02-09,15:01:06,Wednesday,-117.07941,32.75468
6231,2022-02-15,15:01:00,Tuesday,-122.2615,37.81281
6232,2022-02-15,16:01:00,Tuesday,-117.14759,32.75277
6233,2022-01-30,14:03:00,Sunday,-117.15562,32.71886
6234,2022-01-30,19:03:01,Sunday,-117.03679,32.69176
6235,2022-01-27,14:00:09,Thursday,-117.1665,32.71565
6236,2022-01-30,12:02:00,Sunday,-117.15045,32.75175
6237,2022-01-17,02:00:04,Monday,-117.22986,32.80221
6238,2022-02-03,12:02:00,Thursday,-117.15837,32.74838
6239,2022-02-01,13:01:05,Tuesday,-117.14027,32.71272
6240,2022-02-03,15:03:00,Thursday,-117.18281,32.87702
6241,2022-01-21,12:01:07,Friday,-116.91098,33.01553
6242,2022-01-21,12:02:00,Friday,-117.23078,32.95744
6243,2022-01-31,23:04:00,Monday,-117.12936,32.7064
6244,2022-02-01,07:01:02,Tuesday,-117.05325,32.68361
6245,2022-02-01,14:05:01,Tuesday,-117.10076,32.68895
6246,2022-02-01,04:04:00,Tuesday,-117.1719,32.72561
6247,2022-02-04,18:05:07,Friday,-117.14011,32.70635
6248,2021-11-09,07:00:09,Tuesday,-117.10643,32.77036
6249,2022-02-11,20:01:04,Friday,-117.08574,32.58382
6250,2022-02-02,11:00:04,Wednesday,-117.05623,32.56306
6251,2022-02-03,13:02:05,Thursday,-117.15287,32.71575
6252,2022-02-04,15:01:01,Friday,-117.11681,32.70248
6253,2022-02-13,01:03:02,Sunday,-117.25546,32.79459
6254,2022-02-13,23:05:06,Sunday,-117.11678,32.70125
6255,2022-02-13,18:01:01,Sunday,-117.06827,32.77392
6256,2022-02-13,22:00:03,Sunday,-117.25002,32.81061
6257,2022-02-13,01:04:01,Sunday,-117.24397,32.79712
6258,2022-02-13,01:05:00,Sunday,-117.16044,32.74827
6259,2022-02-23,15:04:05,Wednesday,-117.14183,32.69839
6260,2022-02-17,18:00:01,Thursday,-117.23792,32.76547
6261,2022-02-24,16:03:00,Thursday,-117.0381,32.80415
6262,2022-03-18,21:02:04,Friday,-117.13865,32.71304
6263,2021-07-12,20:05:02,Monday,-117.04727,32.67038
6264,2022-03-07,04:03:00,Monday,-116.94243,32.55406
6265,2022-03-06,19:02:05,Sunday,-117.16865,32.7498
6266,2022-03-03,08:03:03,Thursday,-117.16296,32.72086
6267,2022-03-07,11:05:07,Monday,-117.22814,32.91323
6268,2022-02-20,23:02:05,Sunday,-117.25001,32.79774
6269,2022-04-07,16:01:00,Thursday,-117.19921,32.74543
6270,2022-04-07,14:03:03,Thursday,-117.10811,32.69116
6271,2022-03-02,12:00:00,Wednesday,-117.13283,32.74847
6272,2022-03-02,13:03:00,Wednesday,-117.10402,32.75319
6273,2022-03-03,16:01:06,Thursday,-117.02952,32.69532
6274,2022-03-13,11:04:08,Sunday,-117.06448,32.75286
6275,2022-03-17,15:05:05,Thursday,-117.16483,32.79291
6276,2022-03-11,16:03:00,Friday,-117.15198,32.76687
6277,2022-03-12,21:02:00,Saturday,-117.21629,32.75451
6278,2022-03-15,19:03:00,Tuesday,-117.0555,32.6809
6279,2022-03-16,03:01:00,Wednesday,-117.15835,32.71258
6280,2022-04-02,07:03:00,Saturday,-117.19064,32.75977
6281,2022-04-02,21:01:05,Saturday,-117.25258,32.78597
6282,2022-04-05,21:02:08,Tuesday,-117.15558,32.71259
6283,2022-04-06,17:03:07,Wednesday,-117.21292,32.79868
6284,2022-04-12,04:05:05,Tuesday,-117.20033,32.93169
6285,2022-03-10,21:05:03,Thursday,-117.09296,32.92611
6286,2022-04-19,16:05:09,Tuesday,-117.14864,32.71263
6287,2022-03-08,18:02:01,Tuesday,-117.24035,32.89174
6288,2022-03-09,20:02:01,Wednesday,-117.12019,32.73982
6289,2022-03-09,11:03:00,Wednesday,-117.07064,32.69359
6290,2022-02-27,14:02:01,Sunday,-117.11669,32.90612
6292,2022-04-21,01:03:00,Thursday,-117.14865,32.74841
6293,2022-04-20,10:02:03,Wednesday,-117.24322,32.94815
6294,2022-04-20,17:04:05,Wednesday,-117.08575,32.75695
6295,2022-04-20,18:05:00,Wednesday,-117.05543,32.56722
6296,2022-03-14,07:04:02,Monday,-117.08503,32.71046
6297,2022-03-15,08:00:00,Tuesday,-117.2274,32.72681
6298,2022-03-13,19:02:00,Sunday,-117.16288,32.71142
6299,2022-03-11,08:02:05,Friday,-117.08898,32.75649
6300,2022-03-08,09:01:00,Tuesday,-117.14419,32.77089
6301,2022-03-13,22:04:00,Sunday,-117.14649,32.74845
6302,2022-01-22,22:02:03,Saturday,-117.21077,32.87352
6303,2022-04-05,08:00:00,Tuesday,-117.24091,32.84961
6304,2022-04-06,06:01:04,Wednesday,-117.12523,32.70538
6305,2022-03-22,22:00:04,Tuesday,-117.20494,32.75153
6306,2022-04-06,19:03:04,Wednesday,-117.25324,32.80202
6307,2022-03-13,17:02:06,Sunday,-117.15192,32.71366
6308,2022-03-07,09:00:04,Monday,-117.24712,32.74831
6309,2022-03-14,13:05:00,Monday,-116.75016,32.84099
6310,2022-03-23,07:01:04,Wednesday,-117.08449,32.71045
6311,2022-03-17,17:02:02,Thursday,-117.08944,32.6968
6313,2022-03-18,12:00:03,Friday,-117.1486,32.71786
6314,2022-03-17,17:02:07,Thursday,-117.12794,32.70119
6316,2022-03-21,14:01:08,Monday,-117.11657,32.71155
6317,2022-03-21,12:04:04,Monday,-117.2907,33.18782
6318,2022-04-08,11:04:07,Friday,-117.27491,32.83995
6319,2022-04-12,09:05:00,Tuesday,-117.24279,32.90163
6320,2022-04-07,23:01:04,Thursday,-117.14426,32.71155
6321,2022-04-07,10:02:08,Thursday,-117.25343,32.80257
6322,2022-04-09,02:05:00,Saturday,-117.16792,32.77399
6323,2022-03-18,11:00:08,Friday,-117.1269,32.89705
6324,2022-03-22,09:03:05,Tuesday,-117.19578,32.74576
6325,2022-03-30,09:04:00,Wednesday,-117.1267,32.82868
6326,2022-03-24,15:03:00,Thursday,-117.07923,32.74873
6327,2022-03-24,20:00:07,Thursday,-117.08498,32.71606
6328,2022-03-21,08:00:00,Monday,-117.10519,32.7403
6329,2022-02-05,17:00:00,Saturday,-117.2418,32.79648
6330,2022-03-21,08:04:07,Monday,-117.13761,32.71162
6331,2022-03-24,15:00:08,Thursday,-117.09354,32.72151
6332,2022-03-28,16:04:08,Monday,-117.11275,32.79113
6333,2021-09-03,02:03:03,Friday,-117.15558,32.71259
6334,2022-03-29,01:05:00,Tuesday,-117.22986,32.8254
6335,2022-03-26,17:04:09,Saturday,-117.25126,32.79553
6336,2022-03-26,20:01:05,Saturday,-117.23543,32.75575
6337,2022-03-22,16:05:00,Tuesday,-117.19637,32.76602
6338,2022-03-30,10:02:04,Wednesday,-117.2051,32.85656
6339,2022-03-25,13:05:02,Friday,-117.14255,32.75723
6340,2022-03-31,15:05:05,Thursday,-117.04696,32.76761
6341,2022-03-24,14:00:03,Thursday,-117.04649,32.68898
6342,2021-11-05,21:01:02,Friday,-116.52459,32.83147
6343,2022-05-12,08:01:00,Thursday,-117.09286,32.98233
6344,2022-07-26,18:01:06,Tuesday,-117.1704,32.76506
6345,2022-07-18,23:01:00,Monday,-117.04567,33.05119
6346,2022-07-19,08:03:00,Tuesday,-117.19847,32.95097
6347,2022-07-28,15:01:00,Thursday,-117.16113,32.7201
6348,2022-10-14,15:05:08,Friday,-117.23827,32.73725
6349,2022-10-16,19:05:05,Sunday,-117.21725,32.80641
6350,2022-09-26,16:04:05,Monday,-117.08758,32.7105
6351,2022-06-24,07:05:05,Friday,-117.12038,32.8359
6352,2022-03-24,12:03:00,Thursday,-117.12295,32.7516
6353,2022-03-20,09:04:03,Sunday,-117.13369,32.77621
6354,2022-03-28,05:05:09,Monday,-117.09974,32.72888
6355,2022-04-03,12:04:06,Sunday,-117.09694,32.7554
6356,2022-04-04,15:05:04,Monday,-117.08846,32.74952
6357,2022-04-01,18:02:07,Friday,-117.11434,32.74972
6358,2022-03-12,15:03:05,Saturday,-117.09693,32.7554
6359,2022-03-24,12:00:00,Thursday,-117.20981,32.86633
6360,2022-03-16,18:03:00,Wednesday,-117.25249,32.74519
6361,2022-04-17,12:02:00,Sunday,-117.10361,32.75319
6362,2022-04-05,13:01:00,Tuesday,-117.16123,32.72823
6363,2022-04-06,17:00:07,Wednesday,-117.23978,32.74967
6364,2022-04-18,20:03:08,Monday,-117.15466,32.71163
6365,2022-04-19,19:05:05,Tuesday,-117.08548,32.69672
6366,2022-04-22,08:03:09,Friday,-117.12261,32.70551
6367,2022-04-29,18:00:00,Friday,-117.15742,32.71677
6368,2022-03-26,23:00:00,Saturday,-117.09232,32.74022
6369,2022-04-28,14:04:05,Thursday,-117.0731,32.93454
6370,2022-05-02,15:00:05,Monday,-117.11327,32.79054
6371,2022-04-28,15:01:06,Thursday,-117.13403,32.69101
6372,2022-04-29,10:01:00,Friday,-117.22009,32.80239
6373,2022-04-25,11:01:00,Monday,-117.15838,32.74694
6374,2022-05-06,07:04:07,Friday,-117.1978,32.93035
6375,2022-05-08,09:02:01,Sunday,-117.25119,32.77167
6376,2022-04-05,14:00:06,Tuesday,-117.04706,32.7708
6377,2022-03-24,14:03:05,Thursday,-117.13102,32.97788
6378,2022-04-17,01:01:05,Sunday,-117.06201,32.58377
6379,2022-04-17,22:02:02,Sunday,-117.23075,32.76167
6380,2022-04-18,08:04:03,Monday,-117.18767,32.75979
6381,2022-04-15,17:00:02,Friday,-117.23714,32.75098
6382,2022-04-13,18:03:00,Wednesday,-117.18875,32.7517
6383,2022-04-16,20:02:02,Saturday,-117.14955,32.71784
6384,2022-04-16,21:00:00,Saturday,-117.24201,32.80346
6385,2022-04-17,11:03:08,Sunday,-117.0297,32.69988
6386,2022-04-15,14:01:06,Friday,-117.04636,32.57137
6387,2022-04-21,04:02:06,Thursday,-117.16383,32.83265
6389,2022-04-20,13:00:09,Wednesday,-117.2475,32.80227
6390,2022-04-21,09:02:05,Thursday,-117.23481,32.74373
6391,2022-04-05,21:02:02,Tuesday,-117.10734,32.94549
6392,2022-04-26,08:03:09,Tuesday,-117.04668,32.7731
6393,2022-04-25,09:03:07,Monday,-117.03079,32.68917
6394,2022-04-23,02:04:00,Saturday,-117.04037,32.67589
6395,2022-04-27,15:02:00,Wednesday,-117.06241,32.55963
6396,2022-01-14,19:00:09,Friday,-117.08356,32.7491
6397,2022-04-07,21:00:09,Thursday,-117.15987,32.7115
6398,2022-04-30,01:04:02,Saturday,-117.15744,32.7178
6399,2022-04-30,18:03:02,Saturday,-117.21103,32.79829
6400,2022-04-26,11:03:06,Tuesday,-117.1267,32.82868
6401,2022-05-01,20:03:00,Sunday,-117.18875,32.7517
6404,2022-05-03,21:03:05,Tuesday,-117.08574,32.58382
6405,2022-04-16,15:03:08,Saturday,-117.2085,32.86542
6406,2022-05-06,09:04:07,Friday,-117.15326,32.82905
6407,2022-05-07,22:02:09,Saturday,-117.21725,32.80641
6408,2022-04-23,11:00:02,Saturday,-117.11816,32.76096
6409,2022-04-23,23:01:05,Saturday,-117.17417,32.7499
6410,2022-04-17,04:04:03,Sunday,-117.12341,32.80849
6411,2022-05-17,09:01:06,Tuesday,-117.10403,32.82573
6412,2022-05-09,13:05:05,Monday,-117.10512,32.79036
6413,2022-05-07,06:01:06,Saturday,-117.06309,32.76367
6414,2022-05-05,21:05:00,Thursday,-117.08483,32.7858
6415,2022-05-08,05:05:00,Sunday,-117.13572,32.74846
6416,2022-05-14,12:02:00,Saturday,-117.14278,32.88978
6417,2022-05-14,21:00:00,Saturday,-117.22276,32.73222
6418,2022-05-15,13:04:09,Sunday,-117.08793,32.75347
6419,2022-05-16,17:04:07,Monday,-117.02439,32.71229
6420,2022-05-17,16:05:00,Tuesday,-117.07975,32.74375
6421,2022-05-18,04:00:09,Wednesday,-117.23785,32.87171
6422,2022-05-25,05:05:00,Wednesday,-117.12656,32.785
6423,2022-05-10,16:00:07,Tuesday,-117.04247,32.67653
6424,2022-05-02,06:01:00,Monday,-117.12064,32.69942
6425,2022-06-25,07:03:00,Saturday,-117.14427,32.70147
6426,2022-09-12,14:03:00,Monday,-117.10388,32.74967
6427,2022-09-19,08:03:09,Monday,-117.23715,32.93471
6428,2022-09-19,08:02:02,Monday,-117.20879,32.82687
6429,2022-09-19,15:03:03,Monday,-117.20503,32.89137
6430,2022-05-13,15:00:00,Friday,-117.14399,32.91569
6431,2022-05-22,15:02:01,Sunday,-117.14854,32.7094
6432,2022-05-19,17:03:00,Thursday,-117.20078,32.87889
6433,2022-05-23,08:00:05,Monday,-117.1388,32.75403
6434,2022-05-22,21:05:08,Sunday,-117.15189,32.70943
6435,2022-05-26,07:05:00,Thursday,-117.2004,32.80509
6436,2022-05-24,12:02:04,Tuesday,-116.43363,34.30514
6437,2022-05-13,21:01:04,Friday,-117.23372,32.76732
6439,2022-05-25,17:01:00,Wednesday,-117.1638,32.71255
6440,2022-05-20,07:05:09,Friday,-117.09729,32.76317
6441,2022-05-12,16:05:00,Thursday,-117.13933,32.69802
6442,2022-05-12,16:03:05,Thursday,-117.15561,32.71572
6443,2022-05-14,20:01:06,Saturday,-117.17689,32.79216
6444,2022-05-15,22:05:05,Sunday,-117.21725,32.80641
6445,2022-05-16,21:00:00,Monday,-117.09042,32.90604
6447,2022-05-09,11:03:08,Monday,-117.24545,32.74726
6448,2022-05-25,12:00:00,Wednesday,-117.05892,32.58376
6449,2022-05-19,14:00:00,Thursday,-117.10903,32.90522
6450,2022-05-20,11:00:00,Friday,-117.22402,32.75752
6451,2022-05-20,23:03:06,Friday,-117.15741,32.71572
6452,2022-05-31,17:00:00,Tuesday,-117.08215,33.02376
6453,2021-06-25,10:02:00,Friday,-117.11682,32.70483
6454,2022-06-10,21:03:00,Friday,-117.03241,32.58372
6455,2022-06-20,17:00:00,Monday,-117.12879,32.80494
6456,2022-03-19,19:00:00,Saturday,-117.2086,32.76713
6457,2022-06-19,09:00:00,Sunday,-117.21415,32.87513
6458,2022-06-10,21:05:00,Friday,-117.14374,32.73978
6459,2022-06-10,11:03:05,Friday,-117.1639,32.74827
6460,2022-06-26,11:00:07,Sunday,-117.05833,32.75468
6461,2022-06-26,09:05:00,Sunday,-117.23189,32.72153
6462,2022-06-25,19:01:05,Saturday,-117.23311,32.72
6463,2022-06-23,22:02:04,Thursday,-117.15919,32.70837
6464,2022-06-26,17:05:07,Sunday,-117.12773,32.74855
6465,2022-06-11,21:05:02,Saturday,-117.13901,32.74102
6466,2022-06-11,16:04:05,Saturday,-117.0891,32.73912
6467,2022-06-13,02:01:04,Monday,-117.23965,32.79585
6468,2022-06-13,14:05:03,Monday,-117.06893,32.57285
6469,2022-05-19,08:05:05,Thursday,-117.1338,32.69594
6470,2022-05-21,17:04:02,Saturday,-117.21198,32.74793
6471,2022-05-27,20:01:00,Friday,-117.085,32.70451
6472,2022-05-28,15:00:05,Saturday,-117.09773,32.78767
6473,2022-05-29,01:02:01,Sunday,-117.08907,32.71867
6474,2022-05-25,11:02:00,Wednesday,-117.06792,33.02109
6475,2022-05-26,08:03:00,Thursday,-117.12441,32.91287
6476,2022-05-27,06:05:06,Friday,-117.25576,32.79748
6477,2022-05-27,07:02:02,Friday,-117.18055,32.7389
6478,2022-05-19,08:01:05,Thursday,-117.08363,32.7661
6480,2022-06-03,16:04:05,Friday,-117.09743,32.7496
6481,2022-06-01,16:02:03,Wednesday,-117.1783,32.7359
6482,2022-06-08,04:03:00,Wednesday,-117.1009,32.7496
6483,2022-06-07,21:04:07,Tuesday,-117.0949,32.57651
6484,2022-06-03,10:05:09,Friday,-117.21415,32.87513
6485,2022-03-05,18:05:02,Saturday,-117.2538,32.79103
6486,2022-06-11,11:04:00,Saturday,-117.1639,32.74827
6488,2022-06-17,21:00:00,Friday,-117.14255,32.79819
6489,2022-06-18,01:00:08,Saturday,-117.24028,32.79793
6490,2022-06-15,22:02:05,Wednesday,-117.09871,32.7514
6491,2022-06-18,19:01:06,Saturday,-117.23423,32.95413
6492,2022-06-10,17:03:00,Friday,-117.04077,32.55825
6493,2022-06-14,09:02:00,Tuesday,-117.10153,32.78502
6494,2022-06-13,14:00:00,Monday,-117.08339,32.97644
6495,2022-06-16,15:04:02,Thursday,-117.24592,32.72098
6496,2022-06-16,10:05:03,Thursday,-117.25121,32.871
6497,2022-06-16,18:00:01,Thursday,-117.07991,32.73069
6498,2022-06-09,13:05:04,Thursday,-117.09359,32.71505
6499,2022-06-09,14:03:05,Thursday,-117.12968,32.72963
6500,2022-06-14,16:03:00,Tuesday,-117.04077,32.55825
6501,2022-06-14,19:02:06,Tuesday,-117.01772,32.80336
6502,2021-09-11,12:02:01,Saturday,-117.18192,32.74279
6504,2022-06-16,15:02:05,Thursday,-117.11275,32.79113
6505,2022-06-21,19:02:02,Tuesday,-117.20303,32.78566
6506,2022-06-17,13:03:05,Friday,-117.0388,32.70352
6507,2022-06-22,12:01:02,Wednesday,-117.09546,32.75312
6508,2022-06-15,13:05:07,Wednesday,-117.08505,32.57648
6509,2022-06-15,18:03:05,Wednesday,-117.13565,32.90234
6510,2022-08-22,06:05:02,Monday,-117.09024,32.94626
6511,2022-08-17,22:04:09,Wednesday,-117.10808,32.70335
6512,2022-07-28,16:00:01,Thursday,-117.22284,32.946
6513,2022-06-23,22:00:09,Thursday,-117.1277,32.75524
6514,2022-12-07,22:02:00,Wednesday,-117.09362,32.7972
6515,2022-12-07,08:01:07,Wednesday,-117.01431,32.57381
6516,2022-12-06,21:00:05,Tuesday,-117.2339,32.87178
6517,2022-12-06,07:00:00,Tuesday,-117.10052,32.90428
6518,2022-12-13,20:02:08,Tuesday,-117.06057,32.66922
6519,2022-11-28,16:02:05,Monday,-117.0845,32.71045
6520,2022-11-28,09:02:02,Monday,-117.20084,32.81168
6521,2022-11-29,16:01:01,Tuesday,-117.03472,32.68614
6522,2022-11-15,15:01:09,Tuesday,-117.2314,32.81079
6523,2022-11-16,08:04:00,Wednesday,-117.061,32.7295
6524,2022-11-21,19:04:02,Monday,-117.12415,32.75322
6525,2022-11-16,16:00:01,Wednesday,-117.04077,32.55825
6527,2022-06-28,17:05:00,Tuesday,-117.127,32.89371
6528,2022-07-03,06:04:08,Sunday,-117.05481,32.70129
6529,2022-07-12,09:04:05,Tuesday,-117.09232,32.75602
6530,2022-07-13,16:03:02,Wednesday,-117.08839,32.56989
6531,2022-07-13,23:00:07,Wednesday,-117.04649,32.68898
6532,2022-07-09,16:01:06,Saturday,-117.06667,32.7443
6533,2022-07-07,16:05:05,Thursday,-117.15124,32.74842
6534,2022-07-09,23:00:01,Saturday,-117.16309,32.71142
6535,2022-07-09,10:04:06,Saturday,-117.1302,32.75318
6536,2022-07-02,01:03:05,Saturday,-117.09436,32.58376
6537,2022-07-01,12:03:01,Friday,-117.08495,32.58379
6538,2022-07-07,23:02:04,Thursday,-117.20447,32.75168
6539,2022-07-07,13:02:00,Thursday,-117.20631,32.75214
6541,2022-07-09,16:00:09,Saturday,-117.15165,32.71154
6542,2022-07-09,16:01:04,Saturday,-117.22448,32.86169
6543,2022-06-30,13:05:05,Thursday,-117.12665,32.83282
6544,2022-07-10,20:05:00,Sunday,-117.07983,32.73587
6545,2021-10-06,18:02:05,Wednesday,-117.24029,32.79795
6546,2022-07-15,18:02:02,Friday,-117.2348,32.79919
6547,2022-07-26,17:01:00,Tuesday,-117.09366,32.71011
6548,2022-07-26,20:01:05,Tuesday,-117.09958,32.58378
6549,2022-07-08,18:04:05,Friday,-117.27852,32.83236
6550,2022-07-19,15:01:00,Tuesday,-117.08676,32.70409
6551,2022-07-19,07:00:00,Tuesday,-117.14222,32.79984
6552,2022-07-15,10:03:06,Friday,-117.25448,32.79085
6553,2022-07-30,22:00:09,Saturday,-117.16742,32.71565
6554,2022-07-31,11:03:08,Sunday,-117.1463,32.75532
6555,2022-08-04,16:02:07,Thursday,-117.06286,32.81549
6556,2022-08-03,10:05:05,Wednesday,-117.12672,32.79918
6557,2022-08-04,10:03:04,Thursday,-117.25097,32.73777
6558,2022-06-20,01:04:03,Monday,-117.16384,32.71778
6559,2022-06-19,20:04:00,Sunday,-117.19069,32.96301
6560,2022-06-18,13:00:06,Saturday,-117.2421,32.87001
6561,2022-06-20,05:00:05,Monday,-117.17944,32.8247
6562,2022-07-05,14:05:04,Tuesday,-117.16222,32.73137
6563,2022-07-06,17:01:02,Wednesday,-117.10092,32.74811
6564,2022-07-03,19:01:05,Sunday,-117.22276,32.73222
6565,2022-06-02,14:04:05,Thursday,-117.06692,32.76043
6566,2022-06-15,19:02:05,Wednesday,-117.14377,32.75214
6567,2022-06-24,07:01:04,Friday,-117.1388,32.75216
6568,2022-06-23,17:03:02,Thursday,-117.14662,32.699
6569,2022-06-22,14:00:00,Wednesday,-117.15557,32.7094
6570,2022-06-19,12:03:01,Sunday,-117.1797,32.74152
6571,2022-06-21,23:01:05,Tuesday,-117.16294,32.77089
6572,2022-06-26,16:01:00,Sunday,-117.20726,32.87152
6573,2022-06-28,11:02:02,Tuesday,-117.07879,32.69882
6574,2022-06-27,19:00:00,Monday,-117.2339,32.87178
6575,2022-06-11,12:02:00,Saturday,-117.19077,32.74352
6577,2022-07-05,21:05:05,Tuesday,-117.13837,32.91293
6579,2022-07-01,23:05:09,Friday,-117.12898,32.75407
6580,2022-06-29,15:03:03,Wednesday,-117.13358,32.69385
6581,2022-06-30,20:02:00,Thursday,-116.94243,32.55406
6582,2022-06-25,10:01:04,Saturday,-117.10022,32.71507
6583,2022-07-02,19:04:05,Saturday,-117.23759,32.78011
6584,2022-07-02,11:00:08,Saturday,-117.16119,32.72721
6585,2022-07-04,07:05:05,Monday,-117.23476,32.96511
6586,2022-07-20,11:02:00,Wednesday,-117.03486,32.56413
6587,2022-07-20,12:05:05,Wednesday,-117.15885,32.88817
6588,2022-07-24,05:02:01,Sunday,-117.10923,32.70224
6589,2022-07-22,16:00:05,Friday,-117.07543,32.57647
6590,2022-07-24,18:04:00,Sunday,-117.16959,32.78152
6591,2022-07-09,10:03:00,Saturday,-117.2431,32.90314
6592,2022-07-19,04:05:00,Tuesday,-117.24293,32.80631
