NUMBER,ACCIDENT_YEAR,COLLISION_DATE,COLLISION_TIME,DAY_OF_WEEK,LONGITUDE,LATITUDE
10949,2021,2021-04-16,2200,5,-117.1933822631836,32.79741287231445
10950,2021,2021-04-14,855,3,-117.14981842041016,32.75067901611328
10951,2021,2021-04-13,2032,2,-117.16918182373048,32.73093032836914
10952,2021,2021-04-14,2100,3,-117.16047668457033,32.70699691772461
10953,2021,2021-04-13,2239,2,-117.15469360351562,32.71364212036133
10954,2021,2021-04-12,2320,1,-117.18370056152344,32.918338775634766
10955,2021,2021-04-11,1330,7,-117.19683074951172,32.80134582519531
10956,2021,2021-04-14,1446,3,-117.08702850341795,32.74724578857422
10957,2021,2021-04-18,1535,7,-117.17510223388672,32.822731018066406
10958,2021,2021-04-16,1957,5,-117.08058166503906,32.7490119934082
10959,2021,2021-04-15,1101,4,-117.1056900024414,32.74967575073242
10960,2020,2020-12-08,908,2,-117.17730712890624,32.72827911376953
10961,2020,2020-12-06,248,7,-117.2050323486328,32.75306701660156
10962,2021,2021-04-15,23,4,-117.1694793701172,32.77307891845703
10963,2021,2021-04-22,2234,4,-117.23740386962892,32.75407409667969
10964,2021,2021-04-21,1630,3,-117.2126007080078,32.74432373046875
10965,2021,2021-04-14,2047,3,-117.2016372680664,32.89368438720703
10966,2021,2021-04-02,1925,5,-117.11935424804688,32.692840576171875
10967,2021,2021-04-14,1334,3,-117.10093688964844,32.74586868286133
10968,2021,2021-04-08,2237,4,-117.24227142333984,32.87014389038086
10969,2021,2021-04-27,1603,2,-117.1737060546875,32.72950744628906
10970,2021,2021-04-30,1255,5,-117.10292053222656,32.83097457885742
10971,2021,2021-04-30,1539,5,-117.09375,32.69679260253906
10972,2021,2021-04-30,1540,5,-117.03921508789062,32.54949188232422
10973,2021,2021-04-30,1624,5,-117.1611328125,32.72407913208008
10974,2021,2021-04-30,1758,5,-117.25431060791016,32.79275131225586
10975,2021,2021-05-01,25,6,-117.20494079589844,32.75152969360352
10976,2021,2021-05-01,1335,6,-117.23792266845705,32.765472412109375
10977,2021,2021-05-01,1740,6,-117.11948394775392,32.710357666015625
10978,2021,2021-05-01,2356,6,-117.1629638671875,32.72410583496094
10979,2021,2021-05-02,230,7,-117.22280120849608,32.86134719848633
10980,2021,2021-05-02,2023,7,-117.14372253417967,32.748443603515625
10981,2021,2021-05-03,2017,1,-117.02439880371094,32.71233367919922
10982,2021,2021-05-01,2015,6,-117.1145248413086,32.70484161376953
10983,2021,2021-06-04,1406,5,-117.24259948730467,32.86882400512695
10984,2021,2021-06-15,1500,2,-117.11064910888672,32.93648910522461
10985,2021,2021-06-11,1215,5,-117.22634887695312,32.72798538208008
10986,2021,2021-03-18,1201,4,-116.98822784423828,32.56801986694336
10987,2021,2021-04-11,1949,7,-117.23272705078124,32.76414489746094
10988,2021,2021-03-19,2258,5,-117.17013549804688,32.79370880126953
10989,2021,2021-03-21,1237,7,-117.07716369628906,33.00899124145508
10990,2021,2021-03-26,1950,5,-117.09774780273438,32.7852897644043
10991,2021,2021-04-11,2200,7,-117.13093566894533,32.83134078979492
10992,2021,2021-05-02,2141,7,-117.17742919921876,32.72760009765625
10993,2021,2021-06-23,1620,3,-117.24348449707033,32.871559143066406
10994,2021,2021-05-29,2330,6,-117.09873962402344,32.576499938964844
10995,2021,2021-06-01,1135,2,-116.95503997802734,32.55621337890625
10996,2021,2021-05-03,1930,1,-117.09176635742188,32.79974365234375
10997,2021,2021-05-05,1545,3,-117.06990051269533,32.744346618652344
10998,2021,2021-04-19,1526,1,-117.08406066894533,32.563899993896484
10999,2021,2021-04-25,1800,7,-117.16566467285156,32.720890045166016
11000,2021,2021-03-17,2242,3,-117.1313018798828,32.9151725769043
11001,2021,2021-04-18,2050,7,-117.1299057006836,32.706401824951165
11002,2021,2021-04-19,1800,1,-117.04031372070312,32.58014297485352
11003,2021,2021-04-20,1827,2,-117.08499908447266,32.70450592041016
11004,2021,2021-02-21,1628,7,-117.07575988769533,33.0074462890625
11005,2021,2021-04-23,2140,5,-117.17173767089844,32.78337478637695
11006,2021,2021-04-24,1800,6,-117.2444076538086,32.80698013305664
11007,2021,2021-04-24,1810,6,-117.12677764892578,32.96334457397461
11008,2021,2021-04-24,2117,6,-117.08346557617188,32.994728088378906
11009,2021,2021-04-25,126,7,-117.15561676025392,32.7188606262207
11010,2021,2021-04-25,1920,7,-117.1494369506836,32.70941162109375
11011,2021,2021-04-23,1550,5,-117.21324157714844,32.828651428222656
11012,2021,2021-04-24,1045,6,-117.1381378173828,32.77773666381836
11013,2021,2021-04-21,1627,3,-117.23870849609376,32.79924011230469
11014,2021,2021-04-22,725,4,-116.95523834228516,33.092586517333984
11015,2021,2021-04-23,1540,5,-117.2586669921875,32.948760986328125
11016,2021,2021-04-24,1920,6,-117.10157012939452,32.78016662597656
11017,2021,2021-04-22,1042,4,-117.0005111694336,32.579681396484375
11018,2021,2021-05-06,1522,4,-117.15802001953124,32.73208999633789
11019,2021,2021-04-27,907,2,-117.083984375,32.94557189941406
11020,2021,2021-04-27,1334,2,-117.20494079589844,32.75152969360352
11021,2021,2021-04-26,1320,1,-117.16114044189452,32.723026275634766
11022,2021,2021-04-28,1827,3,-117.20101928710938,32.75054931640625
11023,2021,2021-04-29,640,4,-117.19194793701172,32.85238265991211
11024,2021,2021-04-16,1535,5,-117.1340103149414,32.963481903076165
11025,2021,2021-04-28,1902,3,-117.2345962524414,32.787296295166016
11026,2021,2021-05-08,1753,6,-117.14804840087892,32.91267013549805
11027,2021,2021-05-09,130,7,-117.07965087890624,32.735862731933594
11028,2021,2021-05-10,1615,1,-117.11685943603516,32.70563125610352
11029,2021,2021-05-05,2000,3,-117.22900390625,32.73052978515625
11030,2021,2021-05-03,1436,1,-117.15927886962892,32.718841552734375
11031,2021,2021-05-11,1640,2,-117.07848358154295,32.69316482543945
11032,2021,2021-05-11,1512,2,-117.08361053466795,32.756553649902344
11033,2021,2021-04-28,1215,3,-117.21414947509766,32.87512969970703
11034,2021,2021-04-28,858,3,-117.24848175048828,32.737552642822266
11035,2021,2021-05-07,1518,5,-117.12757110595705,32.83975982666016
11036,2021,2021-05-07,2500,5,-117.18340301513672,32.741825103759766
11037,2021,2021-05-13,1555,4,-117.10736846923828,32.89582824707031
11038,2021,2021-05-08,1533,6,-117.15189361572266,32.710105895996094
11039,2021,2021-05-03,1553,1,-117.05995178222656,32.75421142578125
11040,2021,2021-05-06,1730,4,-117.16563415527344,32.718833923339844
11041,2021,2021-05-06,1600,4,-117.2183837890625,32.87135696411133
11042,2021,2021-05-06,2018,4,-117.18194580078124,32.81925582885742
11043,2021,2021-05-13,1614,4,-117.15772247314452,32.71780014038086
11044,2021,2021-05-07,1110,5,-117.20245361328124,32.82831954956055
11045,2021,2021-05-05,1514,3,-117.1638412475586,32.718833923339844
11046,2021,2021-05-02,853,7,-117.16134643554688,32.772029876708984
11047,2021,2021-05-06,1200,4,-117.09221649169922,32.75495147705078
11048,2021,2021-05-06,1402,4,-117.14019012451172,32.77202224731445
11049,2021,2021-04-29,1330,4,-117.1611328125,32.71988677978516
11050,2021,2021-04-12,1430,1,-117.1692123413086,32.7198600769043
11051,2021,2021-05-22,1340,6,-117.2585220336914,32.804935455322266
11052,2021,2021-05-24,640,1,-117.1751708984375,32.73229217529297
11053,2021,2021-05-29,1227,6,-117.16390228271484,32.74827194213867
11054,2021,2021-05-21,2059,5,-117.24816131591795,32.79814147949219
11055,2021,2021-06-08,729,2,-117.06201171875,32.583770751953125
11056,2021,2021-06-07,2330,1,-117.24342346191406,32.74957275390625
11057,2021,2021-06-09,2026,3,-117.24340057373048,32.743431091308594
11058,2021,2021-06-10,800,4,-117.11064910888672,32.93648910522461
11059,2021,2021-06-11,2049,5,-117.22203063964844,32.98369216918945
11060,2021,2021-06-16,2120,3,-117.25000762939452,32.79774475097656
11061,2021,2021-06-10,1742,4,-117.18892669677734,32.74633026123047
11062,2021,2021-06-12,1723,6,-117.19696807861328,32.70001220703125
11063,2021,2021-06-13,1650,7,-117.24056243896484,32.7988166809082
11064,2021,2021-06-13,915,7,-117.24089050292967,32.8027229309082
11065,2021,2021-06-06,1700,7,-117.24209594726562,32.87001419067383
11066,2021,2021-06-01,1927,2,-117.09030151367188,32.965309143066406
11067,2021,2021-04-21,650,3,-117.15557098388672,32.70940017700195
11068,2021,2021-04-21,550,3,-117.23528289794922,32.934757232666016
11069,2021,2021-04-20,1534,2,-117.25691986083984,32.80120086669922
11070,2021,2021-04-20,2210,2,-117.17141723632812,32.90761947631836
11071,2021,2021-04-21,1335,3,-117.08348083496094,32.70521926879883
11072,2021,2021-04-20,1017,2,-117.11196899414062,32.93678665161133
11073,2021,2021-04-25,32,7,-117.15541839599608,32.91073226928711
11074,2021,2021-04-16,1520,5,-117.07969665527344,32.73247146606445
11075,2021,2021-04-28,11,3,-117.1592254638672,32.71363067626953
11076,2021,2021-04-21,1740,3,-117.22193908691406,32.754337310791016
11077,2021,2021-04-25,2039,7,-117.08450317382812,32.710445404052734
11078,2021,2021-04-26,1225,1,-117.22828674316406,32.922271728515625
11079,2021,2021-04-25,1813,7,-117.1528091430664,32.71046447753906
11080,2021,2021-04-26,1805,1,-117.10202026367188,32.7496223449707
11081,2021,2021-04-26,2134,1,-117.22895050048828,32.950828552246094
11082,2021,2021-03-02,2109,2,-117.19485473632812,32.83129119873047
11083,2021,2021-04-09,1230,5,-117.0998764038086,32.72899627685547
11084,2021,2021-05-04,1947,2,-117.08187866210938,32.70619201660156
11085,2021,2021-05-05,2201,3,-117.057373046875,32.76700210571289
11086,2021,2021-05-20,2154,4,-117.1230239868164,32.71516036987305
11087,2021,2021-05-01,1941,6,-117.24016571044922,32.76639938354492
11088,2021,2021-05-02,5,7,-117.25424194335938,32.792503356933594
11089,2021,2021-05-02,120,7,-117.25871276855467,32.80707931518555
11090,2021,2021-05-03,1203,1,-117.09224700927734,32.737159729003906
11091,2021,2021-05-03,1208,1,-117.14933013916016,32.75222396850586
11092,2021,2021-05-03,1440,1,-117.26081848144533,32.804378509521484
11093,2021,2021-03-30,618,2,-117.09369659423828,32.70414733886719
11094,2021,2021-04-03,2008,6,-117.1651611328125,32.7093391418457
11095,2021,2021-04-11,805,7,-117.16380310058594,32.71563720703125
11096,2021,2021-04-20,53,2,-117.24579620361328,32.79671859741211
11097,2021,2021-05-11,1700,2,-117.17124938964844,32.83587646484375
11098,2021,2021-05-08,2040,6,-117.14949035644533,32.70627975463867
11099,2021,2021-05-12,2220,3,-117.05307006835938,32.72399139404297
11100,2021,2021-04-21,1440,3,-117.0364227294922,32.66057205200195
11101,2021,2021-05-21,1000,5,-117.0888214111328,33.008182525634766
11102,2021,2021-05-13,1759,4,-117.13377380371094,32.714778900146484
11103,2021,2021-05-13,1500,4,-117.09803771972656,32.69681930541992
11104,2021,2021-05-13,1600,4,-117.28103637695312,32.841514587402344
11105,2021,2021-05-12,952,3,-117.27264404296876,32.840972900390625
11106,2021,2021-05-22,310,6,-117.16649627685548,32.71775436401367
11107,2021,2021-05-22,943,6,-117.1947784423828,32.83190155029297
11108,2021,2021-05-19,2032,3,-117.07952880859376,32.74331283569336
11109,2021,2021-04-27,1535,2,-117.12612915039062,32.71466827392578
11110,2021,2021-04-04,1530,7,-117.11630249023438,32.89628219604492
11111,2021,2021-05-08,1639,6,-117.14629364013672,32.746440887451165
11112,2021,2021-05-14,1120,5,-117.24280548095705,32.79335403442383
11113,2021,2021-05-15,1418,6,-117.12525939941406,32.71379470825195
11114,2021,2021-05-15,2300,6,-117.16287994384766,32.71141815185547
11115,2021,2021-05-17,1345,1,-117.19828033447266,32.80281448364258
11116,2021,2021-05-18,2151,2,-117.08423614501952,32.74910354614258
11117,2021,2021-05-04,1845,2,-117.23281097412108,32.76414108276367
11118,2021,2021-05-14,1614,5,-117.12125396728516,32.83311462402344
11119,2021,2021-05-12,1055,3,-117.06822967529295,32.973751068115234
11120,2021,2021-04-19,2221,1,-117.23865509033205,32.792484283447266
11121,2021,2021-04-30,1240,5,-117.15561676025392,32.7188606262207
11122,2021,2021-05-15,1439,6,-117.08359527587892,32.75723648071289
11123,2021,2021-05-17,1731,1,-116.9797821044922,32.54884338378906
11124,2021,2021-05-08,1000,6,-117.09114074707033,32.71005630493164
11125,2021,2021-05-08,2008,6,-117.04876708984376,32.702659606933594
11126,2021,2021-05-10,1142,1,-117.24820709228516,32.74639892578125
11127,2021,2021-05-09,1243,7,-117.17372894287108,32.77517318725586
11128,2021,2021-05-14,350,5,-117.15566253662108,32.71152114868164
11129,2021,2021-05-17,549,1,-117.23941802978516,32.95175552368164
11130,2021,2021-05-24,955,1,-117.17262268066406,32.877899169921875
11131,2021,2021-05-10,1517,1,-117.08495330810548,32.72141647338867
11132,2021,2021-05-12,1621,3,-117.08505249023438,32.712013244628906
11133,2021,2021-05-13,1955,4,-117.23311614990234,32.759857177734375
11134,2021,2021-05-19,1830,3,-117.24715423583984,32.80940246582031
11135,2021,2021-05-22,30,6,-117.25308227539062,32.795127868652344
11136,2021,2021-05-25,649,2,-117.12347412109376,32.83333206176758
11137,2021,2021-05-26,1340,3,-117.16119384765624,32.7263298034668
11138,2021,2021-05-25,1720,2,-117.12227630615234,32.828704833984375
11139,2021,2021-05-26,1614,3,-116.97781372070312,32.78478240966797
11140,2021,2021-05-25,615,2,-117.19063568115234,32.76789093017578
11141,2021,2021-05-20,1525,4,-117.1740951538086,32.69593811035156
11142,2021,2021-05-19,1551,3,-117.13372802734376,32.690914154052734
11143,2021,2021-05-19,1022,3,-117.05486297607422,32.70382308959961
11144,2021,2021-05-16,402,7,-117.14469909667967,32.93196487426758
11145,2021,2021-05-12,1240,3,-117.10354614257812,32.82927322387695
11146,2021,2021-05-16,1051,7,-117.13941192626952,32.69268035888672
11147,2021,2021-05-16,720,7,-117.0595474243164,32.8170166015625
11148,2021,2021-03-05,1806,5,-117.09296417236328,32.92611312866211
11149,2021,2021-05-21,1621,5,-117.07947540283205,32.74878692626953
11150,2021,2021-05-27,1535,4,-117.12944793701172,32.71900177001953
11151,2021,2021-05-30,1200,7,-117.19696807861328,32.70001220703125
11152,2021,2021-05-30,1717,7,-117.22096252441406,32.95597076416016
11153,2021,2021-05-27,2242,4,-117.24446868896484,32.74281311035156
11154,2021,2021-05-28,1251,5,-117.02951049804688,32.545135498046875
11155,2021,2021-05-21,1721,5,-117.11685180664062,32.70563125610352
11156,2021,2021-05-24,137,1,-117.1719970703125,32.72556686401367
11157,2021,2021-05-03,910,1,-117.10099029541016,32.738739013671875
11158,2021,2021-05-16,1732,7,-117.07740783691406,32.75812149047852
11159,2021,2021-05-21,2343,5,-117.12973022460938,32.80982971191406
11160,2021,2021-05-24,1634,1,-117.22933959960938,32.752593994140625
11161,2021,2021-05-24,1802,1,-117.1533432006836,32.7668571472168
11162,2021,2021-05-29,2040,6,-117.25357055664062,32.787113189697266
11163,2021,2021-05-29,2135,6,-117.16741943359376,32.71564865112305
11164,2021,2021-04-12,1955,1,-117.04528045654295,32.55828857421875
11165,2021,2021-05-16,1921,7,-117.11311340332033,32.74972915649414
11166,2021,2021-05-20,142,4,-117.07575225830078,32.569091796875
11167,2021,2021-06-12,920,6,-117.13381958007812,32.70846176147461
11168,2021,2021-06-13,118,7,-117.18194580078124,32.81925582885742
11169,2021,2021-06-13,2240,7,-117.23371887207033,32.767822265625
11170,2021,2021-06-04,1600,5,-117.16864776611328,32.74980163574219
11171,2021,2021-06-04,1020,5,-117.1269989013672,32.89371490478516
11172,2021,2021-06-01,1748,2,-117.21102905273438,32.79828643798828
11173,2021,2021-06-20,1722,7,-117.13533782958984,32.70846939086914
11174,2021,2021-06-21,1751,1,-117.1882781982422,32.75395965576172
11175,2021,2021-06-20,355,7,-117.17108917236328,32.71458435058594
11176,2021,2021-06-05,1752,6,-117.14896392822266,32.82129669189453
11177,2021,2021-05-26,1619,3,-116.97209930419922,32.553306579589844
11178,2021,2021-05-11,2052,2,-117.10324096679688,32.68454360961914
11179,2021,2021-05-29,1108,6,-117.23792266845705,32.765472412109375
11180,2021,2021-06-14,2304,1,-117.14026641845705,32.71159744262695
11181,2021,2021-08-30,1622,1,-117.15843200683594,32.83271026611328
11182,2021,2021-09-10,2325,5,-117.04648590087892,32.68898010253906
11183,2021,2021-05-19,18,3,-117.100830078125,32.755069732666016
11184,2021,2021-05-21,811,5,-117.14021301269533,32.708431243896484
11185,2021,2021-05-21,918,5,-117.1492156982422,32.75226974487305
11186,2021,2021-05-21,1324,5,-117.11664581298828,32.88056564331055
11187,2021,2021-05-31,1545,1,-117.1418685913086,32.8049201965332
11188,2021,2021-05-31,1300,1,-117.14665985107422,32.706268310546875
11189,2021,2021-05-24,700,1,-117.025390625,32.709327697753906
11190,2021,2021-06-01,2020,2,-117.14639282226562,32.97611618041992
11191,2021,2021-06-03,100,4,-117.02837371826172,32.711524963378906
11192,2021,2021-06-07,2233,1,-117.22895050048828,32.86830520629883
11193,2021,2021-05-18,1939,2,-117.1537857055664,32.71363830566406
11194,2021,2021-05-05,2335,3,-117.16436004638672,32.76417922973633
11195,2021,2021-06-01,2015,2,-117.14627838134766,32.9703483581543
11196,2021,2021-06-05,201,6,-117.17108154296876,32.713558197021484
11197,2021,2021-06-06,228,7,-117.16029357910156,32.731399536132805
11198,2021,2021-06-08,1021,2,-117.08512115478516,32.98059844970703
11199,2021,2021-06-09,1436,3,-117.13921356201172,32.69526290893555
11200,2021,2021-06-09,1840,3,-117.06681823730467,32.70149230957031
11201,2021,2021-06-07,1900,1,-117.16390228271484,32.74827194213867
11202,2021,2021-06-06,2308,7,-117.03072357177734,32.70256042480469
11203,2021,2021-06-06,1330,7,-117.02545928955078,32.70207595825195
11204,2021,2021-06-04,1130,5,-117.11872100830078,32.701229095458984
11205,2021,2021-06-10,1535,4,-117.16291809082033,32.72407150268555
11206,2021,2021-06-05,1551,6,-117.14949035644533,32.71260452270508
11207,2021,2021-06-05,1926,6,-117.20693969726562,33.12614822387695
11208,2021,2021-05-28,756,5,-117.08683013916016,32.75677490234375
11209,2021,2021-05-31,1940,1,-117.25255584716795,32.78253555297852
11210,2021,2021-06-12,2230,6,-117.23729705810548,32.75412368774414
11211,2021,2021-06-13,1623,7,-117.10360717773438,32.77936172485352
11212,2021,2021-06-13,100,7,-117.1583251953125,32.71295928955078
11213,2021,2021-06-12,2140,6,-117.1816177368164,32.90688705444336
11214,2021,2021-06-11,1650,5,-117.25162506103516,32.85003662109375
11215,2021,2021-06-12,1020,6,-117.100830078125,32.755069732666016
11216,2021,2021-06-12,107,6,-117.24772644042967,32.74480438232422
11217,2021,2021-06-11,1643,5,-117.08499908447266,32.70450592041016
11218,2021,2021-06-11,1606,5,-117.12052154541016,32.917320251464844
11219,2021,2021-06-11,1049,5,-117.07200622558594,32.97118377685547
11220,2021,2021-06-17,2000,4,-117.15917205810548,32.707298278808594
11221,2021,2021-06-03,1252,4,-117.24152374267578,32.80661392211914
11222,2021,2021-06-07,1552,1,-117.22322082519533,32.90128326416016
11223,2021,2021-06-12,1320,6,-117.16390228271484,32.74827194213867
11224,2021,2021-06-09,1930,3,-117.1999053955078,32.74994659423828
11225,2021,2021-06-15,2245,2,-117.08364105224608,32.75307846069336
11226,2021,2021-06-09,1410,3,-117.03860473632812,32.551048278808594
11227,2021,2021-06-08,1550,2,-117.23966979980467,32.795928955078125
11228,2021,2021-06-04,1700,5,-117.19490051269533,32.83449172973633
11229,2021,2021-07-13,1250,2,-117.06375122070312,32.569210052490234
11230,2021,2021-07-20,1925,2,-117.17239379882812,32.73318862915039
11231,2021,2021-07-19,1204,1,-117.11009979248048,32.76327133178711
11232,2021,2021-07-19,926,1,-117.14607238769533,32.733036041259766
11233,2021,2021-07-16,1245,5,-117.090576171875,32.902935028076165
11234,2021,2021-07-15,1826,4,-117.2214126586914,32.725711822509766
11235,2021,2021-07-15,1700,4,-117.10246276855467,32.6883430480957
11236,2021,2021-07-15,1228,4,-117.23794555664062,32.79844665527344
11237,2021,2021-07-13,538,2,-117.08773040771484,32.58686065673828
11238,2021,2021-04-30,2043,5,-117.2065658569336,32.82770919799805
11239,2021,2021-06-28,231,1,-117.23526763916016,33.21126174926758
11240,2021,2021-06-22,1714,2,-117.15365600585938,32.76820373535156
11241,2021,2021-06-18,755,5,-117.13422393798828,32.779170989990234
11242,2021,2021-06-20,908,7,-117.21295166015624,32.82849884033203
11243,2021,2021-06-19,50,6,-117.20742034912108,32.87410354614258
11244,2021,2021-06-18,1029,5,-117.14122009277344,32.6966438293457
11245,2021,2021-06-18,1714,5,-117.24859619140624,32.76060485839844
11246,2021,2021-06-19,2114,6,-117.2428741455078,32.861995697021484
11247,2021,2021-06-20,1210,7,-117.19772338867188,32.834449768066406
11248,2021,2021-06-03,800,4,-117.14395904541016,32.71048355102539
11249,2021,2021-06-01,1229,2,-117.15426635742188,32.82682037353516
11250,2021,2021-06-22,1417,2,-117.10128784179688,32.78123092651367
11251,2021,2021-06-17,1614,4,-117.07795715332033,32.69626998901367
11252,2021,2021-06-17,722,4,-117.21453094482422,32.772850036621094
11253,2021,2021-06-15,2245,2,-117.16664123535156,32.711509704589844
11254,2021,2021-06-14,638,1,-117.18704986572266,32.83441162109375
11255,2021,2021-06-14,548,1,-117.13377380371094,32.693851470947266
11256,2021,2021-06-15,245,2,-117.14942932128906,32.71366882324219
11257,2021,2021-06-21,1407,1,-117.23607635498048,32.915374755859375
11258,2021,2021-06-22,1512,2,-117.13513946533205,32.75698471069336
11259,2021,2021-06-26,2204,6,-117.24351501464844,32.74946975708008
11260,2021,2021-06-27,2157,7,-117.16380310058594,32.82020950317383
11261,2021,2021-06-12,904,6,-117.1782455444336,32.739871978759766
11262,2021,2021-06-23,146,3,-117.25263214111328,32.77982711791992
11263,2021,2021-06-28,147,1,-117.24945068359376,32.795928955078125
11264,2021,2021-06-23,1409,3,-117.18531799316406,32.90546417236328
11265,2021,2021-06-23,1655,3,-117.1574935913086,32.772682189941406
11266,2021,2021-06-28,1547,1,-117.06448364257812,32.752864837646484
11267,2021,2021-06-14,1400,1,-117.15717315673828,32.792240142822266
11268,2021,2021-06-17,1840,4,-117.21414947509766,32.87512969970703
11269,2021,2021-06-23,721,3,-117.15696716308594,32.79766082763672
11270,2021,2021-06-23,1118,3,-117.208740234375,32.76716232299805
11271,2021,2021-06-23,1356,3,-117.12527465820312,32.71167755126953
11272,2021,2021-06-24,1600,4,-117.05401611328124,32.5838623046875
11273,2021,2021-06-17,2234,4,-117.12820434570312,32.73981857299805
11274,2021,2021-05-31,1615,1,-117.2395477294922,32.94389724731445
11275,2021,2021-05-26,57,3,-117.23230743408205,32.72087860107422
11276,2021,2021-05-30,1630,7,-117.09796905517578,32.70414733886719
11277,2021,2021-02-28,939,7,-117.0389404296875,32.55120849609375
11278,2021,2021-06-14,1949,1,-117.22464752197266,32.801372528076165
11279,2021,2021-06-23,2200,3,-117.1528091430664,32.71046447753906
11280,2021,2021-06-24,2144,4,-117.14850616455078,32.706268310546875
11281,2021,2021-07-04,2046,7,-117.21102905273438,32.79828643798828
11282,2021,2021-07-03,2124,6,-117.16376495361328,32.7104377746582
11283,2021,2021-07-03,1955,6,-117.22900390625,32.952762603759766
11284,2021,2021-07-04,1823,7,-117.16385650634766,32.72090530395508
11285,2021,2021-07-04,2155,7,-117.21102905273438,32.79828643798828
11286,2021,2021-07-05,1754,1,-117.24207305908205,32.75115966796875
11287,2021,2021-07-09,1133,5,-117.09468841552734,33.15497589111328
11288,2021,2021-07-12,1810,1,-117.30137634277344,33.285762786865234
11289,2021,2021-07-12,1835,1,-117.12931823730467,32.735626220703125
11290,2021,2021-07-11,2055,7,-117.18875122070312,32.75170135498047
11291,2021,2021-07-11,1444,7,-117.10924530029295,32.998779296875
11292,2021,2021-07-11,1415,7,-117.15265655517578,32.813514709472656
11293,2021,2021-07-10,718,6,-117.057373046875,32.76700210571289
11294,2021,2021-07-07,1514,3,-117.11537170410156,32.685489654541016
11295,2021,2021-07-07,550,3,-117.0327606201172,32.59486770629883
11296,2021,2021-07-08,1840,4,-117.100830078125,32.755069732666016
11297,2021,2021-07-03,944,6,-117.23413848876952,32.79947280883789
11298,2021,2021-07-03,1540,6,-117.16740417480467,32.79010009765625
11299,2021,2021-07-04,1408,7,-117.24777221679688,32.803192138671875
11300,2021,2021-07-07,7,3,-117.2334213256836,32.75613784790039
11301,2021,2021-07-07,1315,3,-117.26831817626952,32.83163833618164
11302,2021,2021-07-03,5,6,-117.1533432006836,32.7668571472168
11303,2021,2021-07-09,2320,5,-117.23030853271484,32.76136779785156
11304,2021,2021-07-10,150,6,-117.24816131591795,32.79814147949219
11305,2021,2021-06-11,738,5,-117.1726531982422,32.87773895263672
11306,2021,2021-06-18,148,5,-117.16400909423828,32.74080276489258
11307,2021,2021-06-15,1855,2,-117.11223602294922,32.93438720703125
11308,2021,2021-06-22,2057,2,-117.21656036376952,32.807430267333984
11309,2021,2021-04-27,1544,2,-117.00252532958984,33.094322204589844
11310,2021,2021-07-10,1430,6,-117.23371887207033,32.767822265625
11311,2021,2021-07-13,710,2,-117.11043548583984,32.781715393066406
11312,2021,2021-07-13,835,2,-117.25422668457033,32.85057067871094
11313,2021,2021-07-13,1715,2,-117.16378784179688,32.71141815185547
11314,2021,2021-07-04,2140,7,-117.1623077392578,32.707881927490234
11315,2021,2021-07-08,1815,4,-117.11935424804688,32.68130111694336
11316,2021,2021-07-11,1200,7,-117.13512420654295,32.80256271362305
11317,2021,2021-07-14,2314,3,-117.20954895019533,32.7425651550293
11318,2021,2021-07-11,2016,7,-117.16529846191406,32.95963668823242
11319,2021,2021-07-23,1407,5,-117.15829467773438,32.70446014404297
11320,2021,2021-07-24,149,6,-117.1638412475586,32.718833923339844
11321,2021,2021-07-23,2342,5,-117.13809967041016,32.92993927001953
11322,2021,2021-07-23,2245,5,-117.14949035644533,32.71260452270508
11323,2021,2021-07-23,2051,5,-117.14746856689452,32.70232009887695
11324,2021,2021-07-24,1040,6,-117.15508270263672,32.70940399169922
11325,2021,2021-07-18,2002,7,-117.16378784179688,32.71141815185547
11326,2021,2021-07-01,1150,4,-117.07621002197266,32.923133850097656
11327,2021,2021-07-06,1912,2,-117.16385650634766,32.72201156616211
11328,2021,2021-06-24,1329,4,-117.09369659423828,32.70414733886719
11329,2021,2021-06-24,930,4,-117.08496856689452,32.71672058105469
11330,2021,2021-06-28,1650,1,-117.17839813232422,32.968170166015625
11331,2021,2021-06-25,1400,5,-117.15526580810548,32.747417449951165
11332,2021,2021-06-27,1900,7,-119.5719985961914,36.02153778076172
11333,2021,2021-06-28,2044,1,-117.23422241210938,32.9621696472168
11334,2021,2021-06-27,1100,7,-117.24984741210938,32.840091705322266
11335,2021,2021-06-29,213,2,-117.1628646850586,32.725101470947266
11336,2021,2021-06-30,647,3,-117.1827392578125,32.74468994140625
11337,2021,2021-06-27,950,7,-117.23554229736328,32.77618789672852
11338,2021,2021-07-01,1148,4,-117.24199676513672,32.95071792602539
11339,2021,2021-07-03,303,6,-117.2402801513672,32.79792785644531
11340,2021,2021-07-07,1754,3,-116.9359130859375,32.56014633178711
11341,2021,2021-07-07,2500,3,-117.03643035888672,32.55002975463867
11342,2021,2021-07-01,112,4,-117.25276184082033,32.784038543701165
11343,2021,2021-06-26,919,6,-117.04995727539062,32.75508499145508
11344,2021,2021-06-29,1550,2,-117.13762664794922,32.760990142822266
11345,2021,2021-06-25,1919,5,-117.14257049560548,32.755210876464844
11346,2021,2021-06-25,1507,5,-117.05876922607422,32.74551010131836
11347,2021,2021-06-25,1234,5,-117.12670135498048,32.82867813110352
11348,2021,2021-06-19,1842,6,-117.24053192138672,32.798828125
11349,2021,2021-06-08,1839,2,-117.23030853271484,32.740936279296875
